,date,hour,tempC,windspeedKmph,winddirDegree,humidity,pressure,cloudcover,precipMM,uvIndex,DewPointC
47,2017-01-02,23.0,-1,8,334,32,1019,2,0.0,1,-14
48,2017-01-03,0.0,-1,8,331,32,1019,3,0.0,1,-16
49,2017-01-03,1.0,-2,9,324,32,1019,4,0.0,1,-16
50,2017-01-03,2.0,-2,10,316,32,1019,4,0.0,1,-16
51,2017-01-03,3.0,-3,12,309,32,1019,5,0.0,1,-17
52,2017-01-03,4.0,-3,11,312,33,1019,3,0.0,1,-16
53,2017-01-03,5.0,-3,11,316,34,1019,2,0.0,1,-14
54,2017-01-03,6.0,-3,10,319,35,1020,0,0.0,2,-13
55,2017-01-03,7.0,-0,12,311,32,1020,0,0.0,2,-13
56,2017-01-03,8.0,3,14,302,29,1020,0,0.0,2,-13
57,2017-01-03,9.0,6,15,293,26,1020,0,0.0,3,-12
58,2017-01-03,10.0,6,16,293,25,1020,0,0.0,3,-12
59,2017-01-03,11.0,7,16,292,25,1020,0,0.0,3,-11
60,2017-01-03,12.0,8,16,292,25,1020,0,0.0,3,-11
61,2017-01-03,13.0,8,15,288,27,1019,0,0.0,3,-10
62,2017-01-03,14.0,9,14,284,29,1019,0,0.0,3,-8
63,2017-01-03,15.0,9,13,280,31,1018,0,0.0,3,-7
64,2017-01-03,16.0,7,12,299,33,1019,0,0.0,3,-8
65,2017-01-03,17.0,4,10,318,35,1019,0,0.0,2,-10
66,2017-01-03,18.0,2,9,337,38,1019,0,0.0,1,-11
67,2017-01-03,19.0,1,8,337,35,1019,0,0.0,1,-13
68,2017-01-03,20.0,0,7,337,32,1019,0,0.0,1,-15
69,2017-01-03,21.0,-1,7,337,29,1019,0,0.0,1,-17
70,2017-01-03,22.0,-1,6,333,30,1019,0,0.0,1,-16
71,2017-01-03,23.0,-1,6,329,32,1019,0,0.0,1,-16
72,2017-01-04,0.0,-1,6,324,34,1019,0,0.0,1,-15
73,2017-01-04,1.0,-1,5,313,35,1019,0,0.0,1,-15
74,2017-01-04,2.0,-2,5,302,37,1019,0,0.0,1,-14
75,2017-01-04,3.0,-2,4,291,39,1019,0,0.0,1,-14
76,2017-01-04,4.0,-3,5,306,41,1019,1,0.0,1,-15
77,2017-01-04,5.0,-4,6,320,42,1019,2,0.0,1,-15
78,2017-01-04,6.0,-5,7,334,44,1019,3,0.0,2,-15
79,2017-01-04,7.0,-1,9,322,41,1019,2,0.0,2,-13
80,2017-01-04,8.0,3,11,310,38,1019,2,0.0,2,-11
81,2017-01-04,9.0,6,13,297,35,1019,1,0.0,3,-8
82,2017-01-04,10.0,6,15,296,34,1018,1,0.0,3,-9
83,2017-01-04,11.0,6,17,295,33,1018,2,0.0,3,-9
84,2017-01-04,12.0,6,19,293,32,1018,2,0.0,3,-9
85,2017-01-04,13.0,6,18,297,33,1017,2,0.0,3,-9
86,2017-01-04,14.0,6,16,300,34,1017,2,0.0,3,-9
87,2017-01-04,15.0,6,15,304,35,1017,3,0.0,3,-8
88,2017-01-04,16.0,5,13,321,38,1018,2,0.0,2,-9
89,2017-01-04,17.0,3,11,338,42,1018,1,0.0,2,-9
90,2017-01-04,18.0,1,9,356,45,1019,0,0.0,1,-9
91,2017-01-04,19.0,1,9,346,43,1019,0,0.0,1,-10
92,2017-01-04,20.0,-0,9,335,42,1019,0,0.0,1,-11
93,2017-01-04,21.0,-1,8,325,40,1019,0,0.0,1,-12
94,2017-01-04,22.0,-1,9,324,40,1020,0,0.0,1,-13
95,2017-01-04,23.0,-2,9,323,40,1021,1,0.0,1,-14
96,2017-01-05,0.0,-3,10,322,40,1021,1,0.0,1,-15
97,2017-01-05,1.0,-4,10,322,39,1022,1,0.0,1,-15
98,2017-01-05,2.0,-4,11,323,39,1022,0,0.0,1,-16
99,2017-01-05,3.0,-5,11,324,38,1022,0,0.0,1,-17
100,2017-01-05,4.0,-5,11,326,40,1023,0,0.0,1,-16
101,2017-01-05,5.0,-5,10,328,41,1023,0,0.0,1,-16
102,2017-01-05,6.0,-5,10,330,42,1024,0,0.0,2,-16
103,2017-01-05,7.0,-2,10,319,39,1024,0,0.0,2,-14
104,2017-01-05,8.0,2,9,308,37,1024,0,0.0,2,-12
105,2017-01-05,9.0,5,9,297,34,1025,0,0.0,3,-10
106,2017-01-05,10.0,6,9,291,33,1024,0,0.0,3,-9
107,2017-01-05,11.0,7,9,285,32,1024,0,0.0,3,-8
108,2017-01-05,12.0,8,9,279,32,1024,0,0.0,3,-8
109,2017-01-05,13.0,8,8,279,32,1024,0,0.0,3,-7
110,2017-01-05,14.0,9,7,279,33,1023,0,0.0,3,-7
111,2017-01-05,15.0,9,5,279,33,1023,0,0.0,3,-6
112,2017-01-05,16.0,7,5,303,38,1023,0,0.0,3,-7
113,2017-01-05,17.0,4,4,328,42,1024,0,0.0,2,-8
114,2017-01-05,18.0,1,3,352,46,1024,0,0.0,1,-9
115,2017-01-05,19.0,0,3,349,46,1024,0,0.0,1,-10
116,2017-01-05,20.0,-1,3,345,45,1025,0,0.0,1,-11
117,2017-01-05,21.0,-2,3,341,44,1025,0,0.0,1,-12
118,2017-01-05,22.0,-2,2,312,43,1025,0,0.0,1,-13
119,2017-01-05,23.0,-2,2,283,42,1025,0,0.0,1,-13
120,2017-01-06,0.0,-3,1,255,41,1026,0,0.0,1,-14
121,2017-01-06,1.0,-3,2,276,40,1026,0,0.0,1,-15
122,2017-01-06,2.0,-3,2,297,39,1025,0,0.0,1,-15
123,2017-01-06,3.0,-4,3,319,38,1025,0,0.0,1,-16
124,2017-01-06,4.0,-4,2,296,38,1025,1,0.0,1,-16
125,2017-01-06,5.0,-5,2,274,37,1025,2,0.0,1,-17
126,2017-01-06,6.0,-6,2,251,36,1025,3,0.0,2,-18
127,2017-01-06,7.0,-2,3,266,33,1025,3,0.0,2,-16
128,2017-01-06,8.0,2,3,281,30,1025,3,0.0,2,-14
129,2017-01-06,9.0,6,4,297,27,1025,4,0.0,3,-11
130,2017-01-06,10.0,8,5,270,27,1025,3,0.0,3,-10
131,2017-01-06,11.0,9,5,244,26,1024,1,0.0,3,-9
132,2017-01-06,12.0,11,6,217,26,1023,0,0.0,4,-8
133,2017-01-06,13.0,10,6,215,28,1023,1,0.0,4,-7
134,2017-01-06,14.0,10,6,212,29,1023,2,0.0,4,-7
135,2017-01-06,15.0,10,5,210,31,1022,2,0.0,4,-6
136,2017-01-06,16.0,7,5,195,35,1023,2,0.0,3,-7
137,2017-01-06,17.0,4,4,179,39,1023,2,0.0,2,-8
138,2017-01-06,18.0,2,3,164,43,1023,2,0.0,1,-10
139,2017-01-06,19.0,1,3,158,43,1023,1,0.0,1,-10
140,2017-01-06,20.0,1,3,152,43,1023,1,0.0,1,-10
141,2017-01-06,21.0,0,4,146,44,1023,0,0.0,1,-11
142,2017-01-06,22.0,-0,3,138,44,1023,0,0.0,1,-11
143,2017-01-06,23.0,-0,3,131,44,1023,0,0.0,1,-11
144,2017-01-07,0.0,-1,2,124,44,1023,0,0.0,1,-11
145,2017-01-07,1.0,-1,2,141,43,1023,0,0.0,1,-12
146,2017-01-07,2.0,-1,2,159,42,1022,0,0.0,1,-13
147,2017-01-07,3.0,-2,2,176,41,1022,0,0.0,1,-13
148,2017-01-07,4.0,-2,2,177,40,1022,0,0.0,1,-14
149,2017-01-07,5.0,-3,3,177,39,1022,0,0.0,1,-15
150,2017-01-07,6.0,-3,3,178,38,1021,0,0.0,2,-15
151,2017-01-07,7.0,1,3,183,35,1021,0,0.0,2,-13
152,2017-01-07,8.0,5,3,188,31,1021,0,0.0,2,-11
153,2017-01-07,9.0,9,3,193,28,1021,0,0.0,3,-9
154,2017-01-07,10.0,9,4,192,28,1020,0,0.0,3,-8
155,2017-01-07,11.0,10,5,191,28,1019,0,0.0,4,-8
156,2017-01-07,12.0,11,5,190,28,1019,0,0.0,4,-7
157,2017-01-07,13.0,11,5,199,29,1018,0,0.0,4,-6
158,2017-01-07,14.0,11,5,207,30,1017,0,0.0,4,-6
159,2017-01-07,15.0,12,5,216,31,1017,0,0.0,4,-5
160,2017-01-07,16.0,8,4,211,36,1017,0,0.0,3,-6
161,2017-01-07,17.0,5,3,207,40,1017,0,0.0,2,-8
162,2017-01-07,18.0,1,2,202,45,1017,0,0.0,1,-9
163,2017-01-07,19.0,1,2,199,44,1017,0,0.0,1,-10
164,2017-01-07,20.0,0,2,197,44,1017,0,0.0,1,-11
165,2017-01-07,21.0,-0,2,194,43,1017,0,0.0,1,-11
166,2017-01-07,22.0,-1,2,196,42,1017,0,0.0,1,-12
167,2017-01-07,23.0,-1,1,197,41,1017,0,0.0,1,-12
168,2017-01-08,0.0,-1,1,199,41,1017,0,0.0,1,-13
169,2017-01-08,1.0,-1,1,215,40,1016,0,0.0,1,-13
170,2017-01-08,2.0,-2,2,231,39,1016,0,0.0,1,-14
171,2017-01-08,3.0,-2,2,247,38,1016,0,0.0,1,-15
172,2017-01-08,4.0,-3,2,248,37,1016,0,0.0,1,-15
173,2017-01-08,5.0,-3,2,249,35,1016,0,0.0,1,-16
174,2017-01-08,6.0,-3,3,251,34,1016,0,0.0,2,-17
175,2017-01-08,7.0,1,3,263,31,1016,0,0.0,2,-14
176,2017-01-08,8.0,5,4,275,28,1016,0,0.0,3,-12
177,2017-01-08,9.0,9,5,288,25,1016,0,0.0,3,-10
178,2017-01-08,10.0,10,5,268,27,1016,0,0.0,4,-8
179,2017-01-08,11.0,11,6,248,28,1015,0,0.0,4,-7
180,2017-01-08,12.0,12,6,228,29,1015,0,0.0,4,-5
181,2017-01-08,13.0,12,5,225,31,1015,0,0.0,4,-4
182,2017-01-08,14.0,13,4,222,32,1014,0,0.0,4,-3
183,2017-01-08,15.0,13,4,220,33,1014,0,0.0,4,-3
184,2017-01-08,16.0,10,4,202,37,1015,0,0.0,3,-4
185,2017-01-08,17.0,6,4,185,40,1015,0,0.0,3,-6
186,2017-01-08,18.0,3,4,168,43,1015,0,0.0,1,-8
187,2017-01-08,19.0,2,3,163,43,1015,0,0.0,1,-9
188,2017-01-08,20.0,2,3,158,43,1016,0,0.0,1,-10
189,2017-01-08,21.0,1,3,153,43,1016,0,0.0,1,-10
190,2017-01-08,22.0,1,3,147,43,1016,0,0.0,1,-10
191,2017-01-08,23.0,1,2,142,43,1016,0,0.0,1,-11
192,2017-01-09,0.0,0,2,136,43,1016,0,0.0,1,-11
193,2017-01-09,1.0,0,1,146,42,1016,0,0.0,1,-11
194,2017-01-09,2.0,-0,1,156,42,1016,0,0.0,1,-12
195,2017-01-09,3.0,-1,1,167,41,1016,0,0.0,1,-12
196,2017-01-09,4.0,-1,1,177,42,1016,0,0.0,1,-12
197,2017-01-09,5.0,-2,2,188,42,1016,0,0.0,1,-13
198,2017-01-09,6.0,-2,3,199,43,1016,0,0.0,2,-13
199,2017-01-09,7.0,2,3,192,40,1016,1,0.0,2,-10
200,2017-01-09,8.0,6,4,186,37,1016,1,0.0,3,-7
201,2017-01-09,9.0,10,5,179,35,1016,2,0.0,4,-5
202,2017-01-09,10.0,10,5,181,35,1016,2,0.0,4,-4
203,2017-01-09,11.0,11,5,182,35,1016,2,0.0,4,-4
204,2017-01-09,12.0,11,5,184,35,1015,2,0.0,4,-4
205,2017-01-09,13.0,11,5,194,36,1015,3,0.0,4,-3
206,2017-01-09,14.0,12,4,204,36,1015,3,0.0,4,-3
207,2017-01-09,15.0,12,4,213,36,1015,4,0.0,4,-3
208,2017-01-09,16.0,8,4,153,40,1015,5,0.0,3,-5
209,2017-01-09,17.0,4,4,94,43,1016,5,0.0,2,-7
210,2017-01-09,18.0,0,4,34,47,1017,6,0.0,1,-10
211,2017-01-09,19.0,0,4,137,48,1017,14,0.0,1,-9
212,2017-01-09,20.0,0,3,240,48,1017,21,0.0,1,-9
213,2017-01-09,21.0,0,2,343,49,1017,29,0.0,1,-9
214,2017-01-09,22.0,0,3,237,53,1017,24,0.0,1,-8
215,2017-01-09,23.0,0,3,132,57,1018,20,0.2,1,-7
216,2017-01-10,0.0,0,4,26,61,1018,16,0.3,1,-6
217,2017-01-10,1.0,0,3,131,62,1018,16,0.1,1,-6
218,2017-01-10,2.0,-0,2,236,64,1018,16,0.2,1,-6
219,2017-01-10,3.0,-0,1,341,65,1018,16,0.3,1,-6
220,2017-01-10,4.0,-1,2,236,67,1018,16,0.2,1,-6
221,2017-01-10,5.0,-2,3,130,68,1019,16,0.0,1,-7
222,2017-01-10,6.0,-2,3,25,70,1019,16,0.0,2,-7
223,2017-01-10,7.0,2,3,98,64,1019,14,0.0,2,-5
224,2017-01-10,8.0,5,3,172,58,1019,11,0.0,3,-2
225,2017-01-10,9.0,9,2,246,52,1020,9,0.0,3,-0
226,2017-01-10,10.0,10,2,250,50,1019,9,0.0,3,-0
227,2017-01-10,11.0,11,2,255,47,1019,8,0.0,4,-0
228,2017-01-10,12.0,12,3,259,44,1019,8,0.0,4,-0
229,2017-01-10,13.0,12,3,267,44,1019,7,0.0,4,-0
230,2017-01-10,14.0,12,4,275,43,1019,7,0.0,4,-0
231,2017-01-10,15.0,12,4,283,43,1019,6,0.0,4,-0
232,2017-01-10,16.0,8,5,194,46,1020,6,0.0,3,-3
233,2017-01-10,17.0,5,6,106,49,1020,6,0.0,2,-5
234,2017-01-10,18.0,1,7,17,52,1021,6,0.0,1,-7
235,2017-01-10,19.0,1,6,125,51,1022,5,0.0,1,-8
236,2017-01-10,20.0,1,5,232,49,1022,4,0.0,1,-8
237,2017-01-10,21.0,1,4,340,48,1022,3,0.0,1,-9
238,2017-01-10,22.0,1,5,335,48,1023,3,0.0,1,-9
239,2017-01-10,23.0,1,5,331,47,1023,3,0.0,1,-9
240,2017-01-11,0.0,0,5,326,47,1024,2,0.0,1,-10
241,2017-01-11,1.0,-1,5,328,44,1024,13,0.0,1,-11
242,2017-01-11,2.0,-2,6,329,41,1024,23,0.0,1,-13
243,2017-01-11,3.0,-3,6,330,38,1024,33,0.0,1,-15
244,2017-01-11,4.0,-3,5,328,37,1024,26,0.0,1,-15
245,2017-01-11,5.0,-3,5,327,36,1024,18,0.0,1,-16
246,2017-01-11,6.0,-3,4,325,35,1024,10,0.0,2,-16
247,2017-01-11,7.0,1,4,319,36,1025,11,0.0,2,-12
248,2017-01-11,8.0,5,4,314,36,1025,12,0.0,2,-9
249,2017-01-11,9.0,8,4,309,37,1025,14,0.0,3,-6
250,2017-01-11,10.0,9,3,284,36,1024,16,0.0,3,-6
251,2017-01-11,11.0,10,3,260,34,1024,19,0.0,3,-5
252,2017-01-11,12.0,10,3,235,33,1023,22,0.0,4,-5
253,2017-01-11,13.0,12,3,235,34,1023,15,0.0,4,-4
254,2017-01-11,14.0,13,4,234,34,1023,7,0.0,4,-2
255,2017-01-11,15.0,14,4,234,35,1022,0,0.0,4,-1
256,2017-01-11,16.0,11,4,159,36,1022,0,0.0,4,-4
257,2017-01-11,17.0,8,3,84,38,1023,0,0.0,3,-6
258,2017-01-11,18.0,4,3,9,39,1023,0,0.0,1,-8
259,2017-01-11,19.0,4,2,110,37,1023,0,0.0,1,-10
260,2017-01-11,20.0,3,2,212,35,1023,0,0.0,1,-11
261,2017-01-11,21.0,2,1,314,33,1023,0,0.0,1,-13
262,2017-01-11,22.0,2,2,318,34,1023,0,0.0,1,-13
263,2017-01-11,23.0,2,2,321,35,1023,0,0.0,1,-12
264,2017-01-12,0.0,1,2,324,36,1023,0,0.0,1,-12
265,2017-01-12,1.0,1,3,325,37,1023,0,0.0,1,-12
266,2017-01-12,2.0,0,5,326,39,1023,0,0.0,1,-12
267,2017-01-12,3.0,-1,6,327,41,1023,0,0.0,1,-12
268,2017-01-12,4.0,-1,5,332,43,1024,0,0.0,1,-12
269,2017-01-12,5.0,-2,4,337,45,1024,0,0.0,1,-12
270,2017-01-12,6.0,-2,3,343,47,1024,0,0.0,2,-12
271,2017-01-12,7.0,1,4,328,43,1024,0,0.0,2,-10
272,2017-01-12,8.0,5,4,313,39,1024,0,0.0,2,-8
273,2017-01-12,9.0,8,4,297,35,1024,0,0.0,3,-6
274,2017-01-12,10.0,9,4,281,34,1024,0,0.0,3,-6
275,2017-01-12,11.0,10,3,265,32,1023,0,0.0,4,-6
276,2017-01-12,12.0,11,2,249,30,1023,0,0.0,4,-6
277,2017-01-12,13.0,11,3,252,30,1022,0,0.0,4,-5
278,2017-01-12,14.0,12,4,255,30,1021,0,0.0,4,-5
279,2017-01-12,15.0,12,5,258,31,1021,0,0.0,4,-5
280,2017-01-12,16.0,9,5,189,35,1021,0,0.0,3,-6
281,2017-01-12,17.0,7,4,119,39,1020,0,0.0,3,-7
282,2017-01-12,18.0,4,3,50,43,1020,0,0.0,1,-8
283,2017-01-12,19.0,3,3,50,42,1020,0,0.0,1,-9
284,2017-01-12,20.0,2,3,51,41,1020,0,0.0,1,-10
285,2017-01-12,21.0,1,3,52,40,1019,0,0.0,1,-11
286,2017-01-12,22.0,1,2,47,39,1019,1,0.0,1,-12
287,2017-01-12,23.0,-0,2,43,39,1018,1,0.0,1,-12
288,2017-01-13,0.0,-1,2,38,38,1018,2,0.0,1,-13
289,2017-01-13,1.0,-2,2,47,38,1017,5,0.0,1,-15
290,2017-01-13,2.0,-4,2,56,38,1017,7,0.0,1,-16
291,2017-01-13,3.0,-6,2,65,38,1016,10,0.0,1,-18
292,2017-01-13,4.0,-6,2,56,39,1016,10,0.0,1,-18
293,2017-01-13,5.0,-7,1,47,41,1015,11,0.0,1,-17
294,2017-01-13,6.0,-7,1,38,43,1015,11,0.0,2,-17
295,2017-01-13,7.0,-3,2,76,42,1014,9,0.0,2,-14
296,2017-01-13,8.0,1,3,113,40,1014,6,0.0,2,-11
297,2017-01-13,9.0,5,3,150,38,1014,3,0.0,3,-8
298,2017-01-13,10.0,6,4,159,39,1013,3,0.0,3,-7
299,2017-01-13,11.0,7,4,168,40,1012,4,0.0,3,-6
300,2017-01-13,12.0,7,4,177,41,1012,4,0.0,3,-5
301,2017-01-13,13.0,7,4,198,41,1011,4,0.0,3,-5
302,2017-01-13,14.0,8,5,219,42,1011,3,0.0,3,-4
303,2017-01-13,15.0,8,5,240,42,1011,3,0.0,3,-4
304,2017-01-13,16.0,6,3,170,47,1011,3,0.0,3,-5
305,2017-01-13,17.0,3,2,101,51,1012,4,0.0,2,-6
306,2017-01-13,18.0,1,0,31,56,1013,4,0.0,1,-7
307,2017-01-13,19.0,-0,1,93,57,1013,8,0.0,1,-8
308,2017-01-13,20.0,-2,1,154,57,1013,12,0.0,1,-9
309,2017-01-13,21.0,-3,1,216,58,1014,16,0.0,1,-10
310,2017-01-13,22.0,-4,2,261,57,1014,25,0.0,1,-11
311,2017-01-13,23.0,-5,2,306,56,1014,35,0.0,1,-12
312,2017-01-14,0.0,-6,3,351,56,1015,45,0.0,1,-13
313,2017-01-14,1.0,-6,4,344,55,1015,57,0.0,1,-13
314,2017-01-14,2.0,-6,6,338,54,1015,68,0.0,1,-14
315,2017-01-14,3.0,-6,7,331,53,1016,80,0.0,1,-14
316,2017-01-14,4.0,-6,8,327,55,1016,82,0.0,1,-13
317,2017-01-14,5.0,-6,9,324,57,1017,83,0.0,1,-13
318,2017-01-14,6.0,-6,10,321,59,1018,85,0.0,1,-12
319,2017-01-14,7.0,-3,10,318,58,1019,71,0.0,1,-10
320,2017-01-14,8.0,-1,10,316,56,1019,58,0.1,1,-8
321,2017-01-14,9.0,2,10,314,55,1020,44,0.1,1,-6
322,2017-01-14,10.0,3,9,305,52,1020,34,0.1,1,-6
323,2017-01-14,11.0,4,8,296,49,1020,24,0.1,1,-6
324,2017-01-14,12.0,5,7,288,46,1020,14,0.1,1,-6
325,2017-01-14,13.0,5,10,290,47,1020,12,0.0,1,-6
326,2017-01-14,14.0,5,13,291,48,1020,10,0.2,2,-5
327,2017-01-14,15.0,5,16,293,49,1020,7,0.3,3,-5
328,2017-01-14,16.0,3,13,303,53,1021,6,0.1,2,-6
329,2017-01-14,17.0,1,11,314,57,1021,6,0.1,1,-6
330,2017-01-14,18.0,-0,8,324,61,1022,5,0.1,1,-7
331,2017-01-14,19.0,-2,8,320,63,1022,4,0.1,1,-8
332,2017-01-14,20.0,-4,7,315,65,1022,4,0.1,1,-9
333,2017-01-14,21.0,-5,6,311,66,1022,4,0.1,1,-11
334,2017-01-14,22.0,-6,6,317,68,1023,4,0.1,1,-11
335,2017-01-14,23.0,-6,5,323,69,1023,4,0.0,1,-11
336,2017-01-15,0.0,-6,5,329,70,1023,4,0.0,1,-11
337,2017-01-15,1.0,-7,4,243,70,1023,4,0.0,1,-11
338,2017-01-15,2.0,-7,4,157,70,1023,4,0.0,1,-11
339,2017-01-15,3.0,-7,3,72,70,1022,3,0.0,1,-12
340,2017-01-15,4.0,-7,3,69,69,1023,4,0.0,1,-12
341,2017-01-15,5.0,-8,3,67,68,1023,6,0.0,1,-13
342,2017-01-15,6.0,-8,3,64,67,1023,7,0.0,2,-13
343,2017-01-15,7.0,-4,2,93,60,1022,10,0.0,2,-11
344,2017-01-15,8.0,-1,2,122,53,1022,13,0.0,2,-9
345,2017-01-15,9.0,3,2,151,46,1022,16,0.0,2,-8
346,2017-01-15,10.0,3,4,154,45,1021,20,0.0,2,-7
347,2017-01-15,11.0,4,5,157,44,1021,24,0.0,2,-7
348,2017-01-15,12.0,5,7,160,42,1020,27,0.0,2,-7
349,2017-01-15,13.0,5,7,162,44,1019,41,0.0,2,-6
350,2017-01-15,14.0,5,6,164,45,1019,55,0.0,1,-6
351,2017-01-15,15.0,5,5,165,47,1019,69,0.0,1,-6
352,2017-01-15,16.0,2,4,140,49,1019,61,0.0,1,-7
353,2017-01-15,17.0,-0,3,116,52,1020,53,0.0,2,-9
354,2017-01-15,18.0,-3,2,91,55,1020,45,0.0,1,-11
355,2017-01-15,19.0,-3,2,102,55,1020,38,0.0,1,-11
356,2017-01-15,20.0,-3,1,113,55,1020,32,0.0,1,-11
357,2017-01-15,21.0,-3,1,123,55,1020,25,0.0,1,-11
358,2017-01-15,22.0,-4,1,191,55,1020,28,0.0,1,-12
359,2017-01-15,23.0,-5,1,258,55,1021,32,0.0,1,-12
360,2017-01-16,0.0,-5,0,325,55,1021,35,0.0,1,-13
361,2017-01-16,1.0,-5,1,308,56,1021,38,0.0,1,-12
362,2017-01-16,2.0,-5,2,291,58,1021,42,0.0,1,-12
363,2017-01-16,3.0,-5,3,274,59,1021,45,0.0,1,-12
364,2017-01-16,4.0,-5,3,280,62,1021,39,0.0,1,-11
365,2017-01-16,5.0,-4,3,285,64,1021,34,0.1,1,-9
366,2017-01-16,6.0,-3,3,290,67,1022,28,0.1,1,-8
367,2017-01-16,7.0,-2,3,278,64,1022,28,0.0,1,-7
368,2017-01-16,8.0,-1,4,266,60,1022,27,0.0,2,-7
369,2017-01-16,9.0,1,4,254,57,1022,26,0.0,2,-6
370,2017-01-16,10.0,2,5,252,56,1022,24,0.0,2,-5
371,2017-01-16,11.0,2,6,249,55,1022,22,0.1,1,-5
372,2017-01-16,12.0,3,6,247,54,1021,20,0.1,1,-4
373,2017-01-16,13.0,4,8,255,54,1021,17,0.0,1,-4
374,2017-01-16,14.0,4,9,264,54,1020,14,0.0,2,-3
375,2017-01-16,15.0,5,10,273,54,1020,11,0.0,2,-3
376,2017-01-16,16.0,3,7,278,59,1021,11,0.0,2,-3
377,2017-01-16,17.0,2,4,283,63,1021,10,0.1,2,-4
378,2017-01-16,18.0,0,1,288,68,1022,10,0.1,1,-4
379,2017-01-16,19.0,-1,1,283,69,1022,9,0.0,1,-5
380,2017-01-16,20.0,-2,1,277,70,1023,8,0.0,1,-5
381,2017-01-16,21.0,-3,1,272,71,1023,7,0.0,1,-6
382,2017-01-16,22.0,-3,1,188,71,1023,7,0.0,1,-7
383,2017-01-16,23.0,-4,1,105,72,1024,7,0.0,1,-8
384,2017-01-17,0.0,-4,1,21,73,1024,7,0.0,1,-8
385,2017-01-17,1.0,-5,1,16,74,1024,6,0.0,1,-9
386,2017-01-17,2.0,-5,1,11,74,1024,6,0.0,1,-9
387,2017-01-17,3.0,-5,1,7,75,1024,5,0.0,1,-9
388,2017-01-17,4.0,-5,1,107,74,1024,5,0.0,1,-9
389,2017-01-17,5.0,-5,1,206,73,1025,4,0.0,1,-9
390,2017-01-17,6.0,-6,2,306,72,1025,4,0.0,2,-10
391,2017-01-17,7.0,-2,2,308,65,1025,4,0.0,2,-7
