,date,hour,tempC,windspeedKmph,winddirDegree,humidity,pressure,cloudcover,precipMM,uvIndex,DewPointC
50,2018-01-03,2.0,2,12,296,57,1013,23,0.1,1,-5
51,2018-01-03,3.0,2,13,298,60,1013,28,0.1,1,-5
52,2018-01-03,4.0,1,12,301,61,1013,29,0.0,1,-6
53,2018-01-03,5.0,1,12,303,62,1014,29,0.2,1,-6
54,2018-01-03,6.0,-0,12,305,63,1015,29,0.3,1,-6
55,2018-01-03,7.0,2,13,300,60,1015,22,0.1,1,-5
56,2018-01-03,8.0,4,14,296,57,1015,15,0.3,1,-4
57,2018-01-03,9.0,6,15,291,54,1016,8,0.4,2,-3
58,2018-01-03,10.0,6,15,292,51,1016,8,0.2,2,-3
59,2018-01-03,11.0,7,15,293,49,1016,8,0.1,3,-3
60,2018-01-03,12.0,8,15,294,46,1015,9,0.1,3,-3
61,2018-01-03,13.0,8,15,296,45,1015,8,0.1,3,-3
62,2018-01-03,14.0,8,16,299,43,1015,7,0.1,3,-4
63,2018-01-03,15.0,9,16,302,42,1015,6,0.2,3,-4
64,2018-01-03,16.0,8,14,303,45,1015,5,0.1,3,-4
65,2018-01-03,17.0,7,12,303,47,1016,5,0.0,3,-4
66,2018-01-03,18.0,6,9,304,49,1016,5,0.0,1,-4
67,2018-01-03,19.0,6,9,302,48,1017,4,0.0,1,-5
68,2018-01-03,20.0,5,9,300,47,1017,3,0.0,1,-5
69,2018-01-03,21.0,4,9,299,46,1017,2,0.0,1,-6
70,2018-01-03,22.0,4,7,295,46,1017,1,0.0,1,-6
71,2018-01-03,23.0,5,6,292,46,1017,1,0.0,1,-6
72,2018-01-04,0.0,5,4,288,45,1017,0,0.0,1,-6
73,2018-01-04,1.0,4,5,299,44,1017,1,0.0,1,-7
74,2018-01-04,2.0,4,5,311,43,1017,1,0.0,1,-7
75,2018-01-04,3.0,4,5,322,43,1017,2,0.0,1,-8
76,2018-01-04,4.0,2,5,313,41,1017,5,0.0,1,-10
77,2018-01-04,5.0,1,4,304,39,1017,8,0.0,1,-11
78,2018-01-04,6.0,0,4,296,37,1017,11,0.0,2,-13
79,2018-01-04,7.0,3,3,276,36,1016,9,0.0,2,-11
80,2018-01-04,8.0,6,3,257,35,1016,8,0.0,3,-9
81,2018-01-04,9.0,8,3,237,34,1016,6,0.0,3,-7
82,2018-01-04,10.0,9,3,227,32,1016,7,0.0,3,-7
83,2018-01-04,11.0,10,4,216,30,1015,7,0.0,3,-7
84,2018-01-04,12.0,10,5,205,28,1015,7,0.0,4,-7
85,2018-01-04,13.0,11,5,202,28,1014,8,0.0,4,-7
86,2018-01-04,14.0,11,4,199,28,1014,8,0.0,4,-7
87,2018-01-04,15.0,11,4,196,29,1013,8,0.0,4,-6
88,2018-01-04,16.0,10,4,181,28,1013,6,0.0,3,-7
89,2018-01-04,17.0,9,4,165,28,1013,3,0.0,3,-9
90,2018-01-04,18.0,7,5,150,28,1014,1,0.0,1,-10
91,2018-01-04,19.0,7,4,140,28,1014,0,0.0,1,-10
92,2018-01-04,20.0,7,4,130,27,1013,0,0.0,1,-11
93,2018-01-04,21.0,6,3,121,26,1013,0,0.0,1,-12
94,2018-01-04,22.0,6,3,119,26,1013,0,0.0,1,-12
95,2018-01-04,23.0,6,3,118,26,1013,0,0.0,1,-12
96,2018-01-05,0.0,5,3,116,26,1014,0,0.0,1,-12
97,2018-01-05,1.0,5,2,119,28,1013,0,0.0,1,-12
98,2018-01-05,2.0,4,2,122,29,1013,0,0.0,1,-12
99,2018-01-05,3.0,4,1,125,31,1013,0,0.0,1,-12
100,2018-01-05,4.0,3,1,145,32,1013,0,0.0,1,-12
101,2018-01-05,5.0,3,1,164,32,1013,0,0.0,1,-12
102,2018-01-05,6.0,2,1,184,33,1013,0,0.0,2,-12
103,2018-01-05,7.0,4,1,189,32,1013,3,0.0,2,-11
104,2018-01-05,8.0,6,2,195,31,1013,5,0.0,3,-10
105,2018-01-05,9.0,8,2,201,31,1013,8,0.0,3,-9
106,2018-01-05,10.0,8,3,212,29,1013,20,0.0,3,-9
107,2018-01-05,11.0,8,3,224,28,1012,32,0.0,3,-9
108,2018-01-05,12.0,9,4,236,26,1012,44,0.0,3,-10
109,2018-01-05,13.0,9,4,254,26,1012,40,0.0,3,-9
110,2018-01-05,14.0,9,5,271,26,1012,36,0.0,3,-9
111,2018-01-05,15.0,10,6,289,26,1011,32,0.0,3,-9
112,2018-01-05,16.0,10,5,298,26,1012,22,0.0,4,-9
113,2018-01-05,17.0,11,4,307,26,1012,12,0.0,4,-8
114,2018-01-05,18.0,11,3,316,26,1013,2,0.0,1,-8
115,2018-01-05,19.0,9,3,211,26,1013,2,0.0,1,-10
116,2018-01-05,20.0,6,3,106,26,1013,3,0.0,1,-12
117,2018-01-05,21.0,4,4,1,27,1013,3,0.0,1,-14
118,2018-01-05,22.0,3,4,3,27,1013,8,0.0,1,-14
119,2018-01-05,23.0,2,5,6,28,1013,13,0.0,1,-14
120,2018-01-06,0.0,2,5,9,29,1013,19,0.0,1,-15
121,2018-01-06,1.0,1,4,115,31,1013,42,0.0,1,-14
122,2018-01-06,2.0,1,4,220,33,1013,66,0.0,1,-13
123,2018-01-06,3.0,1,3,326,35,1013,90,0.0,1,-13
124,2018-01-06,4.0,1,2,296,39,1013,91,0.0,1,-12
125,2018-01-06,5.0,0,2,266,44,1013,91,0.1,1,-11
126,2018-01-06,6.0,0,1,236,48,1014,92,0.1,1,-9
127,2018-01-06,7.0,2,2,235,50,1014,90,0.1,1,-7
128,2018-01-06,8.0,4,2,235,52,1015,89,0.4,1,-5
129,2018-01-06,9.0,5,3,234,55,1016,87,0.5,2,-3
130,2018-01-06,10.0,6,3,241,55,1015,79,0.2,2,-3
131,2018-01-06,11.0,6,4,249,56,1015,72,0.2,2,-2
132,2018-01-06,12.0,6,5,256,56,1015,65,0.3,2,-2
133,2018-01-06,13.0,6,5,254,55,1016,62,0.2,2,-2
134,2018-01-06,14.0,7,5,253,55,1016,59,0.3,2,-2
135,2018-01-06,15.0,7,6,251,54,1016,56,0.4,2,-2
136,2018-01-06,16.0,7,5,266,57,1017,53,0.2,2,-1
137,2018-01-06,17.0,6,5,280,61,1018,50,0.1,2,-1
138,2018-01-06,18.0,6,4,295,65,1018,47,0.1,1,-1
139,2018-01-06,19.0,5,5,299,66,1019,46,0.0,1,-1
140,2018-01-06,20.0,3,5,303,68,1020,45,0.1,1,-2
141,2018-01-06,21.0,2,5,308,70,1020,45,0.1,1,-3
142,2018-01-06,22.0,2,4,317,71,1021,37,0.1,1,-3
143,2018-01-06,23.0,1,3,326,72,1021,30,0.1,1,-4
144,2018-01-07,0.0,-0,3,335,73,1022,23,0.1,1,-4
145,2018-01-07,1.0,-0,3,229,73,1022,20,0.0,1,-5
146,2018-01-07,2.0,-0,3,122,72,1023,17,0.1,1,-5
147,2018-01-07,3.0,-1,3,16,72,1023,14,0.2,1,-5
148,2018-01-07,4.0,-1,3,128,72,1024,17,0.1,1,-5
149,2018-01-07,5.0,-1,3,241,72,1024,20,0.1,1,-6
150,2018-01-07,6.0,-2,3,353,72,1025,23,0.1,1,-6
151,2018-01-07,7.0,1,4,340,69,1025,20,0.1,1,-4
152,2018-01-07,8.0,3,6,326,65,1026,18,0.2,1,-3
153,2018-01-07,9.0,5,8,313,62,1026,16,0.2,2,-1
154,2018-01-07,10.0,6,7,312,59,1026,16,0.1,2,-1
155,2018-01-07,11.0,7,7,312,56,1026,16,0.1,2,-1
156,2018-01-07,12.0,8,6,312,53,1026,16,0.1,2,-2
157,2018-01-07,13.0,8,6,310,52,1026,15,0.1,2,-2
158,2018-01-07,14.0,8,5,309,50,1026,14,0.2,2,-2
159,2018-01-07,15.0,9,4,307,49,1027,13,0.3,2,-2
160,2018-01-07,16.0,8,4,312,51,1027,14,0.1,2,-2
161,2018-01-07,17.0,7,4,317,53,1028,15,0.1,2,-2
162,2018-01-07,18.0,7,4,322,55,1029,16,0.1,1,-2
163,2018-01-07,19.0,6,6,319,56,1029,14,0.0,1,-2
164,2018-01-07,20.0,6,8,316,57,1029,12,0.0,1,-2
165,2018-01-07,21.0,5,10,312,58,1030,10,0.0,1,-2
166,2018-01-07,22.0,5,10,320,58,1030,10,0.0,1,-3
167,2018-01-07,23.0,4,10,328,58,1030,10,0.0,1,-3
168,2018-01-08,0.0,4,10,335,58,1030,10,0.0,1,-4
169,2018-01-08,1.0,3,10,332,57,1030,10,0.0,1,-4
170,2018-01-08,2.0,3,10,329,56,1030,9,0.0,1,-5
171,2018-01-08,3.0,3,9,325,54,1030,8,0.0,1,-5
172,2018-01-08,4.0,3,9,330,53,1030,6,0.0,1,-6
173,2018-01-08,5.0,3,8,335,51,1031,5,0.0,1,-6
174,2018-01-08,6.0,3,8,340,50,1031,3,0.0,2,-7
175,2018-01-08,7.0,4,7,330,47,1031,3,0.0,2,-6
176,2018-01-08,8.0,5,6,321,45,1030,3,0.0,2,-6
177,2018-01-08,9.0,6,5,311,42,1030,3,0.0,3,-6
178,2018-01-08,10.0,6,4,293,39,1030,3,0.0,3,-7
179,2018-01-08,11.0,7,4,275,37,1029,2,0.0,3,-7
180,2018-01-08,12.0,8,3,257,34,1029,2,0.0,3,-7
181,2018-01-08,13.0,8,3,257,36,1028,2,0.0,3,-6
182,2018-01-08,14.0,8,4,258,38,1028,2,0.0,3,-5
183,2018-01-08,15.0,9,4,259,40,1028,2,0.0,3,-4
184,2018-01-08,16.0,8,3,275,43,1028,3,0.0,3,-4
185,2018-01-08,17.0,8,3,292,45,1028,3,0.0,3,-3
186,2018-01-08,18.0,7,2,309,48,1029,3,0.0,1,-3
187,2018-01-08,19.0,7,2,320,48,1029,3,0.0,1,-3
188,2018-01-08,20.0,8,2,330,48,1029,2,0.0,1,-3
189,2018-01-08,21.0,8,2,341,48,1029,2,0.0,1,-2
190,2018-01-08,22.0,7,2,254,48,1029,2,0.0,1,-3
191,2018-01-08,23.0,6,1,167,47,1028,3,0.0,1,-4
192,2018-01-09,0.0,5,1,80,47,1028,4,0.0,1,-5
193,2018-01-09,1.0,4,1,56,47,1028,6,0.0,1,-6
194,2018-01-09,2.0,3,1,31,48,1028,8,0.0,1,-7
195,2018-01-09,3.0,3,1,7,48,1028,9,0.0,1,-7
196,2018-01-09,4.0,2,1,63,49,1028,9,0.0,1,-8
197,2018-01-09,5.0,2,1,120,49,1028,9,0.0,1,-8
198,2018-01-09,6.0,1,1,176,50,1028,9,0.0,2,-8
199,2018-01-09,7.0,3,2,178,49,1028,6,0.0,2,-6
200,2018-01-09,8.0,5,2,180,48,1028,4,0.0,3,-5
201,2018-01-09,9.0,8,3,182,47,1027,2,0.0,3,-3
202,2018-01-09,10.0,8,3,190,45,1027,2,0.0,3,-3
203,2018-01-09,11.0,8,4,197,43,1026,2,0.0,3,-4
204,2018-01-09,12.0,9,4,205,41,1025,2,0.0,3,-4
205,2018-01-09,13.0,9,4,204,41,1024,2,0.0,3,-4
206,2018-01-09,14.0,9,5,204,40,1023,3,0.0,3,-4
207,2018-01-09,15.0,9,5,203,40,1022,3,0.0,3,-4
208,2018-01-09,16.0,8,4,189,41,1022,5,0.0,3,-4
209,2018-01-09,17.0,7,3,176,42,1022,8,0.0,3,-5
210,2018-01-09,18.0,6,2,162,43,1022,10,0.0,1,-6
211,2018-01-09,19.0,6,1,121,42,1022,7,0.0,1,-6
212,2018-01-09,20.0,6,1,80,42,1022,5,0.0,1,-6
213,2018-01-09,21.0,6,1,40,42,1021,2,0.0,1,-6
214,2018-01-09,22.0,4,1,137,41,1021,4,0.0,1,-8
215,2018-01-09,23.0,2,1,233,40,1022,6,0.0,1,-10
216,2018-01-10,0.0,-0,1,330,39,1022,8,0.0,1,-13
217,2018-01-10,1.0,-0,2,331,38,1022,8,0.0,1,-13
218,2018-01-10,2.0,-1,3,332,37,1022,9,0.0,1,-13
219,2018-01-10,3.0,-1,3,334,36,1023,10,0.0,1,-14
220,2018-01-10,4.0,-0,3,337,37,1023,6,0.0,1,-13
221,2018-01-10,5.0,0,3,341,37,1024,3,0.0,1,-13
222,2018-01-10,6.0,1,3,345,37,1025,0,0.0,2,-12
223,2018-01-10,7.0,3,3,332,37,1025,0,0.0,2,-10
224,2018-01-10,8.0,6,3,318,37,1026,0,0.0,3,-8
225,2018-01-10,9.0,8,4,305,37,1027,0,0.0,3,-6
226,2018-01-10,10.0,9,4,289,34,1026,0,0.0,3,-6
227,2018-01-10,11.0,9,4,272,31,1026,0,0.0,3,-7
228,2018-01-10,12.0,10,5,256,28,1026,0,0.0,3,-8
229,2018-01-10,13.0,10,6,263,30,1025,0,0.0,4,-7
230,2018-01-10,14.0,11,6,269,31,1025,0,0.0,4,-5
231,2018-01-10,15.0,12,7,276,32,1025,0,0.0,4,-4
232,2018-01-10,16.0,10,5,299,36,1025,1,0.0,4,-4
233,2018-01-10,17.0,9,3,323,39,1026,1,0.0,3,-5
234,2018-01-10,18.0,7,0,346,43,1026,2,0.0,1,-5
235,2018-01-10,19.0,6,1,264,42,1026,1,0.0,1,-6
236,2018-01-10,20.0,5,2,181,41,1027,1,0.0,1,-7
237,2018-01-10,21.0,4,3,99,41,1027,0,0.0,1,-8
238,2018-01-10,22.0,4,3,97,40,1027,0,0.0,1,-9
239,2018-01-10,23.0,4,3,96,38,1027,0,0.0,1,-9
240,2018-01-11,0.0,3,3,94,37,1028,0,0.0,1,-10
241,2018-01-11,1.0,3,3,99,37,1028,0,0.0,1,-10
242,2018-01-11,2.0,2,4,105,37,1028,0,0.0,1,-11
243,2018-01-11,3.0,2,4,110,37,1028,0,0.0,1,-11
244,2018-01-11,4.0,1,4,99,38,1028,1,0.0,1,-11
245,2018-01-11,5.0,1,3,87,40,1027,1,0.0,1,-11
246,2018-01-11,6.0,1,3,76,41,1027,2,0.0,2,-11
247,2018-01-11,7.0,3,3,96,41,1027,2,0.0,2,-9
248,2018-01-11,8.0,6,2,117,40,1027,2,0.0,3,-7
249,2018-01-11,9.0,8,2,138,40,1027,2,0.0,3,-5
250,2018-01-11,10.0,8,3,162,38,1026,3,0.0,3,-5
251,2018-01-11,11.0,8,3,185,36,1025,5,0.0,3,-6
252,2018-01-11,12.0,8,3,209,35,1025,6,0.0,3,-7
253,2018-01-11,13.0,8,4,210,34,1024,7,0.0,3,-7
254,2018-01-11,14.0,9,4,211,33,1023,7,0.0,3,-7
255,2018-01-11,15.0,9,4,212,32,1023,7,0.0,3,-7
256,2018-01-11,16.0,7,3,199,32,1023,6,0.0,3,-9
257,2018-01-11,17.0,5,2,187,32,1023,5,0.0,2,-10
258,2018-01-11,18.0,3,1,174,33,1024,4,0.0,1,-12
259,2018-01-11,19.0,3,2,161,31,1023,4,0.0,1,-13
260,2018-01-11,20.0,2,2,148,30,1023,4,0.0,1,-13
261,2018-01-11,21.0,2,3,135,29,1023,4,0.0,1,-14
262,2018-01-11,22.0,2,2,138,29,1023,8,0.0,1,-14
263,2018-01-11,23.0,1,2,140,29,1022,12,0.0,1,-15
264,2018-01-12,0.0,1,1,142,29,1022,16,0.0,1,-15
265,2018-01-12,1.0,0,1,200,30,1022,22,0.0,1,-15
266,2018-01-12,2.0,0,2,258,30,1021,29,0.0,1,-15
267,2018-01-12,3.0,-0,2,316,30,1021,36,0.0,1,-15
268,2018-01-12,4.0,-0,2,290,31,1021,29,0.0,1,-15
269,2018-01-12,5.0,-0,2,264,32,1021,22,0.0,1,-15
270,2018-01-12,6.0,-0,2,238,33,1021,15,0.0,2,-14
271,2018-01-12,7.0,3,2,233,32,1020,12,0.0,2,-12
272,2018-01-12,8.0,6,3,228,32,1020,8,0.0,3,-9
273,2018-01-12,9.0,9,3,222,31,1020,4,0.0,3,-7
274,2018-01-12,10.0,10,4,231,29,1019,8,0.0,3,-7
275,2018-01-12,11.0,10,4,239,27,1019,11,0.0,4,-8
276,2018-01-12,12.0,11,5,247,25,1018,15,0.0,4,-8
277,2018-01-12,13.0,11,6,254,24,1018,16,0.0,4,-8
278,2018-01-12,14.0,12,6,261,23,1017,17,0.0,4,-9
279,2018-01-12,15.0,12,6,268,21,1017,19,0.0,4,-9
280,2018-01-12,16.0,11,5,286,21,1017,13,0.0,4,-10
281,2018-01-12,17.0,10,4,303,20,1017,8,0.0,3,-12
282,2018-01-12,18.0,9,3,320,19,1018,2,0.0,1,-13
283,2018-01-12,19.0,8,3,326,19,1018,2,0.0,1,-14
284,2018-01-12,20.0,6,3,333,19,1018,2,0.0,1,-15
285,2018-01-12,21.0,5,3,339,19,1018,2,0.0,1,-17
286,2018-01-12,22.0,6,3,335,20,1018,2,0.0,1,-15
287,2018-01-12,23.0,6,3,332,22,1018,1,0.0,1,-14
288,2018-01-13,0.0,7,4,329,23,1018,0,0.0,1,-13
289,2018-01-13,1.0,5,4,324,24,1018,2,0.0,1,-14
290,2018-01-13,2.0,4,5,319,24,1018,3,0.0,1,-15
291,2018-01-13,3.0,3,6,313,25,1018,5,0.0,1,-15
292,2018-01-13,4.0,2,6,315,25,1019,8,0.0,1,-16
293,2018-01-13,5.0,1,6,317,26,1019,11,0.0,1,-16
294,2018-01-13,6.0,1,6,319,26,1020,15,0.0,2,-16
295,2018-01-13,7.0,4,7,310,26,1020,10,0.0,2,-14
296,2018-01-13,8.0,7,8,302,25,1020,5,0.0,3,-11
297,2018-01-13,9.0,11,9,293,25,1021,0,0.0,4,-9
298,2018-01-13,10.0,11,12,292,24,1020,0,0.0,4,-9
299,2018-01-13,11.0,12,14,291,22,1020,0,0.0,4,-9
300,2018-01-13,12.0,12,16,291,21,1020,0,0.0,4,-10
301,2018-01-13,13.0,12,17,290,22,1020,0,0.0,4,-9
302,2018-01-13,14.0,12,18,290,22,1020,0,0.0,4,-9
303,2018-01-13,15.0,13,18,289,23,1020,0,0.0,4,-8
304,2018-01-13,16.0,11,14,298,24,1020,0,0.0,4,-9
305,2018-01-13,17.0,9,10,307,24,1021,0,0.0,3,-10
306,2018-01-13,18.0,7,6,316,25,1021,0,0.0,1,-11
307,2018-01-13,19.0,7,6,321,23,1022,0,0.0,1,-13
308,2018-01-13,20.0,7,5,327,20,1022,0,0.0,1,-15
309,2018-01-13,21.0,6,5,333,18,1022,0,0.0,1,-16
310,2018-01-13,22.0,6,4,249,17,1022,0,0.0,1,-17
311,2018-01-13,23.0,6,3,165,17,1022,0,0.0,1,-17
312,2018-01-14,0.0,6,1,80,16,1022,0,0.0,1,-18
313,2018-01-14,1.0,5,3,93,17,1021,0,0.0,1,-18
314,2018-01-14,2.0,5,4,106,18,1021,0,0.0,1,-18
315,2018-01-14,3.0,4,5,118,19,1021,0,0.0,1,-17
316,2018-01-14,4.0,3,5,107,21,1021,6,0.0,1,-18
317,2018-01-14,5.0,1,4,96,22,1021,11,0.0,1,-18
318,2018-01-14,6.0,0,3,85,24,1022,17,0.0,2,-18
319,2018-01-14,7.0,3,4,98,26,1021,13,0.0,2,-15
320,2018-01-14,8.0,6,4,111,27,1021,9,0.0,3,-11
321,2018-01-14,9.0,9,4,124,28,1021,5,0.0,3,-8
322,2018-01-14,10.0,11,5,128,28,1021,3,0.0,4,-7
323,2018-01-14,11.0,12,5,133,27,1020,2,0.0,4,-6
324,2018-01-14,12.0,13,5,138,27,1019,0,0.0,4,-5
325,2018-01-14,13.0,14,6,132,26,1019,0,0.0,4,-6
326,2018-01-14,14.0,14,6,126,25,1018,0,0.0,4,-6
327,2018-01-14,15.0,15,7,121,24,1017,0,0.0,4,-6
328,2018-01-14,16.0,12,7,117,23,1017,0,0.0,4,-8
329,2018-01-14,17.0,10,6,113,22,1018,0,0.0,3,-11
330,2018-01-14,18.0,8,6,110,21,1018,0,0.0,1,-13
331,2018-01-14,19.0,7,6,112,21,1017,0,0.0,1,-13
332,2018-01-14,20.0,7,6,115,22,1017,0,0.0,1,-13
333,2018-01-14,21.0,7,5,117,22,1017,0,0.0,1,-14
334,2018-01-14,22.0,6,5,99,24,1017,0,0.0,1,-13
335,2018-01-14,23.0,6,4,81,25,1017,0,0.0,1,-12
336,2018-01-15,0.0,6,3,63,27,1017,0,0.0,1,-11
337,2018-01-15,1.0,4,3,60,27,1017,5,0.0,1,-13
338,2018-01-15,2.0,3,2,56,28,1017,11,0.0,1,-14
339,2018-01-15,3.0,1,2,53,28,1017,16,0.0,1,-15
340,2018-01-15,4.0,1,3,146,29,1017,20,0.0,1,-15
341,2018-01-15,5.0,1,4,239,31,1018,24,0.0,1,-15
342,2018-01-15,6.0,0,6,332,32,1018,28,0.0,2,-15
343,2018-01-15,7.0,3,6,319,31,1018,20,0.0,2,-12
344,2018-01-15,8.0,6,6,307,31,1019,11,0.0,3,-10
345,2018-01-15,9.0,9,6,294,31,1019,3,0.0,3,-8
346,2018-01-15,10.0,9,10,294,31,1019,3,0.0,3,-7
347,2018-01-15,11.0,9,13,294,32,1019,4,0.0,3,-7
348,2018-01-15,12.0,9,16,294,32,1019,4,0.0,3,-6
349,2018-01-15,13.0,9,19,296,33,1019,6,0.0,3,-6
350,2018-01-15,14.0,9,22,298,33,1019,7,0.0,3,-6
351,2018-01-15,15.0,9,25,300,34,1019,9,0.0,3,-6
352,2018-01-15,16.0,7,23,304,37,1020,8,0.0,3,-7
353,2018-01-15,17.0,5,21,307,41,1020,6,0.0,2,-8
354,2018-01-15,18.0,3,18,311,44,1021,5,0.0,1,-8
355,2018-01-15,19.0,2,18,315,47,1022,6,0.0,1,-8
356,2018-01-15,20.0,2,19,320,49,1022,7,0.0,1,-8
357,2018-01-15,21.0,1,19,324,52,1023,8,0.0,1,-8
358,2018-01-15,22.0,0,17,323,52,1023,9,0.0,1,-8
359,2018-01-15,23.0,-0,15,321,53,1023,9,0.0,1,-8
360,2018-01-16,0.0,-1,14,319,54,1023,10,0.0,1,-9
361,2018-01-16,1.0,-1,11,322,55,1023,15,0.0,1,-9
362,2018-01-16,2.0,-2,8,325,55,1023,21,0.0,1,-9
363,2018-01-16,3.0,-2,5,328,56,1024,26,0.0,1,-10
364,2018-01-16,4.0,-2,7,325,57,1024,32,0.0,1,-10
365,2018-01-16,5.0,-2,8,322,58,1025,38,0.0,1,-10
366,2018-01-16,6.0,-3,9,318,59,1025,45,0.0,2,-10
367,2018-01-16,7.0,-1,8,315,57,1025,40,0.0,2,-8
368,2018-01-16,8.0,1,8,312,56,1025,36,0.0,2,-6
369,2018-01-16,9.0,4,7,308,55,1025,31,0.0,2,-5
370,2018-01-16,10.0,4,6,299,53,1024,26,0.0,2,-5
371,2018-01-16,11.0,5,6,289,50,1023,20,0.0,2,-5
372,2018-01-16,12.0,6,5,280,48,1023,14,0.0,3,-5
373,2018-01-16,13.0,6,5,282,46,1022,14,0.0,3,-5
374,2018-01-16,14.0,6,5,283,44,1022,13,0.0,3,-5
375,2018-01-16,15.0,7,5,285,42,1021,12,0.0,3,-5
376,2018-01-16,16.0,5,4,292,44,1021,13,0.0,3,-6
377,2018-01-16,17.0,4,4,300,46,1021,14,0.0,2,-7
378,2018-01-16,18.0,2,4,307,48,1021,14,0.0,1,-8
379,2018-01-16,19.0,1,3,285,47,1021,15,0.0,1,-9
380,2018-01-16,20.0,0,2,263,47,1021,16,0.0,1,-10
381,2018-01-16,21.0,-1,1,241,47,1021,17,0.0,1,-11
382,2018-01-16,22.0,-1,1,242,47,1021,20,0.0,1,-11
383,2018-01-16,23.0,-1,1,243,47,1021,23,0.0,1,-11
384,2018-01-17,0.0,-2,0,244,47,1021,26,0.0,1,-11
385,2018-01-17,1.0,-2,0,198,48,1020,27,0.0,1,-12
386,2018-01-17,2.0,-2,1,153,49,1020,27,0.0,1,-12
387,2018-01-17,3.0,-3,1,108,49,1020,28,0.0,1,-12
388,2018-01-17,4.0,-3,1,106,52,1020,34,0.0,1,-11
389,2018-01-17,5.0,-3,1,103,56,1020,40,0.0,1,-11
390,2018-01-17,6.0,-3,1,101,59,1020,47,0.0,1,-10
391,2018-01-17,7.0,-1,2,120,59,1020,46,0.0,1,-8
392,2018-01-17,8.0,1,3,139,58,1020,45,0.0,1,-6
393,2018-01-17,9.0,3,4,158,58,1020,44,0.0,1,-4
394,2018-01-17,10.0,4,3,171,57,1019,34,0.0,1,-4
